附近,0
帶,0
拿,0
站,0
快,0
慢,0
計程車,0
火車,0
飛機,0
輛,0
出,0
進,0
外國,0
手,0
腳,0
身體,0
眼睛,0
鼻子,0
藥,0
累,0
頭,0
耳朵,0
感冒,0
生病,0
餓,0
痛,0
嘴巴,0
病,0
看病,0
元,0
鞋子,0
衣服,0
比,0
要,0
長,0
新,0
一樣,0
見,0
看見,0
聽見,0
店,0
短,0
飽,0
舊,0
像,0
一共,0
夠,0
筷子,0
有點,0
件,0
杯,0
杯子,0
菜,0
肉,0
酒,0
喝,0
少,0
多,0
小吃,0
牛奶,0
蛋,0
餃子,0
麵,0
湯,0
包子,0
蛋糕,0
麵包,0
水果,0
香蕉,0
食物,0
飲料,0
果汁,0
甜,0
菜單,0
巧克力,0
碗,0
冰,0
一起,0
因為,0
和,0
所以,0
跟,0
一定,0
可能,0
邊,0
別,0
馬上,0
然後,0
得,0
著,0
南,1
西,1
北,1
東,1
中間,1
離,1
離開,1
經過,1
往,1
送,1
放,1
近,1
遠,1
向,1
轉,1
掉,1
一直,1
最後,1
病人,1
頭髮,1
髮,1
手指,1
指頭,1
肚子,1
臉,1
心,1
健康,1
渴,1
舒服,1
眼鏡,1
賣,1
付,1
希望,1
書店,1
商店,1
市場,1
超級市場,1
超市,1
信用卡,1
重要,1
顏色,1
黃色,1
白色,1
手錶,1
襪子,1
雙,1
裙子,1
褲子,1
大衣,1
帽子,1
皮包,1
外套,1
小心,1
比較,1
較,1
差不多,1
戴,1
試,1
輕,1
重,1
樣子,1
特別,1
簡單,1
其他,1
其它,1
聲音,1
聲,1
好像,1
奇怪,1
三明治,1
漢堡,1
蘋果,1
西瓜,1
啤酒,1
紅茶,1
點心,1
冰淇淋,1
青菜,1
糖,1
叉子,1
刀子,1
湯匙,1
盤子,1
片,1
瓶子,1
支,1
份,1
道,1
一半,1
味道,1
酸,1
苦,1
鹹,1
辣,1
香,1
條,1
種,1
包,1
全部,1
所有,1
需要,1
烤,1
過,1
但是,1
或是,1
要是,1
把,1
被,1
讓,1
雖然,1
那麼,1
這麼,1
本來,1
啦,1
呀,1
以為,1
有的,1
替,1
一下子,1
一下,1
不過,1
地,1
位子,2
書桌,2
書包,2
書架,2
本子,2
尺,2
討論,2
同意,2
了解,2
瞭解,2
無聊,2
有趣,2
有意思,2
原因,2
遍,2
改,2
忘記,2
程度,2
趕快,2
以上,2
以下,2
意見,2
用功,2
研究,2
教育,2
選擇,2
建議,2
知識,2
座,2
臥室,2
臥房,2
浴室,2
院子,2
書房,2
洗衣機,2
餐桌,2
打開,2
箱,2
箱子,2
層,2
櫃子,2
大門,2
鄰居,2
熱鬧,2
吵,2
亂,2
房東,2
房屋,2
搬家,2
開水,2
鄉下,2
傘,2
花,2
朵,2
蚊子,2
自然,2
月亮,2
星星,2
環境,2
晴天,2
暖和,2
涼快,2
涼,2
乾,2
濕,2
溼,2
度,2
颱風,2
季節,2
環保,2
垃圾,2
汙染,2
底,2
底下,2
內,2
深,2
淺,2
發生,2
照顧,2
生活,2
日記,2
流,2
流汗,2
夢,2
枕頭,2
鬧鐘,2
拖鞋,2
毛巾,2
刷子,2
肥皂,2
牙膏,2
衛生紙,2
籃子,2
假日,2
結束,2
完,2
散步,2
慢跑,2
野餐,2
爬,2
拍,2
抓,2
座位,2
新聞,2
體育,2
經常,2
雜誌,2
美術,2
畫家,2
興趣,2
收,2
談,2
聊,2
遲到,2
樂器,2
吉他,2
可怕,2
輕鬆,2
情形,2
消息,2
看起來,2
舞,2
游,2
游泳池,2
遊戲,2
茶館,2
門票,2
陪,2
利用,2
好處,2
壞處,2
目的,2
要求,2
合作,2
主人,2
請客,2
約,2
約會,2
派對,2
祝,2
留,2
封,2
信箱,2
郵票,2
回信,2
郵件,2
弄,2
放心,2
偷,2
滿,2
丟,2
換,2
一塊,2
同時,2
保護,2
出門,2
現代,2
傳統,2
除夕,2
春節,2
節日,2
帶來,2
當中,2
法律,2
方面,2
開玩笑,2
可惜,2
老太太,2
有名,2
自由,2
社會,2
時差,2
市區,2
溫泉,2
公路,2
速度,2
到處,2
地點,2
巴士,2
加油,2
摩托車,2
機車,2
船,2
地鐵,2
捷運,2
停車場,2
月台,2
搭,2
飛,2
下,2
上,2
這些,2
那些,2
東方,2
非洲,2
美洲,2
歐洲,2
亞洲,2
大陸,2
動,2
起,2
停,2
中心,2
簽證,2
行李,2
背包,2
鎖,2
入口,2
出口,2
油,2
鑰匙,2
方向,2
交通,2
標準,2
拍照,2
腿,2
背,2
脖子,2
汗,2
臉色,2
救護車,2
咳嗽,2
發燒,2
頭痛,2
疼,2
保險,2
掛號,2
牙刷,2
藥房,2
救命,2
影響,2
感覺,2
精神,2
正常,2
有錢,2
生意,2
商人,2
老闆娘,2
老板娘,2
店員,2
訂,2
訂位,2
得到,2
困難,2
百貨公司,2
夜市,2
逛,2
逛街,2
排隊,2
客滿,2
刷卡,2
提,2
流行,2
藍色,2
綠色,2
紅色,2
黑色,2
毛衣,2
雨衣,2
內衣,2
上衣,2
皮鞋,2
手套,2
口袋,2
小費,2
打折,2
零錢,2
零用錢,2
存,2
毛,2
高級,2
一般,2
合適,2
適合,2
圓,2
光,2
死,2
髒,2
破,2
袋,2
套,2
沙拉,2
牛排,2
海鮮,2
火腿,2
熱狗,2
饅頭,2
米,2
豆腐,2
橘子,2
葡萄,2
芒果,2
烏龍茶,2
豆漿,2
可樂,2
奶茶,2
汽水,2
冰塊,2
甜點,2
餅乾,2
鹽,2
味,2
聞,2
臭,2
口,2
罐,2
顆,2
任何,2
許多,2
新鮮,2
熟,2
炒,2
炸,2
嚐,2
嘗,2
裝,2
不用,2
不但,2
不必,2
不得了,2
不管,2
只好,2
或,2
可能,2
而且,2
原來,2
也許,2
必須,2
多麼,2
這樣,2
那樣,2
等,2
等等,2
別的,2
除了,2
從來,2
大概,2
還好,2
極,2
接著,2
結果,2
立刻,2
沒想到,2
其實,2
其中,2
完全,2
相當,2
一切,2
已,2
尤其,2
越,2
整,2
正,2
只要,2
最好,2
同樣,2
空,2
空,2
連,2
倍,2
包括,2
步,2
當時,2
等到,2
煩,2
剛好,2
或者,2
哇,2
需,2
須,2
直接,2
總,2
泡,2
且,2
比方,2
比方說,2
傳,2
另,2
另外,2
左右,2
當,2
類,2
樣,2
哎,3
唉,3
愛,3
愛情,3
愛惜,3
愛心,3
按,3
安定,3
安靜,3
安排,3
安心,3
按照,3
把,3
白,3
白,3
白菜,3
擺,3
榜樣,3
班機,3
辦理,3
半天,3
包,3
包含,3
寶貝,3
寶貴,3
保守,3
保養,3
保證,3
証,3
抱,3
抱怨,3
報名,3
把握,3
北方,3
被動,3
背後,3
背景,3
輩子,3
本,3
本人,3
逼,3
筆,3
比,3
鞭炮,3
變,3
變成,3
變更,3
變化,3
便條,3
表達,3
表面,3
表示,3
表現,3
表演,3
畢竟,3
避免,3
餅,3
病,3
比如,3
比如說,3
必要,3
播,3
博士,3
博物館,3
布,3
不見了,3
不得不,3
不斷,3
不論,3
不滿,3
部門,3
不如,3
不少,3
不幸,3
不用說,3
布,3
佈置,3
不足,3
擦,3
猜,3
材料,3
採用,3
餐,3
參考,3
草地,3
草原,3
曾,3
曾經,3
差點,3
差別,3
嘗試,3
嚐試,3
產品,3
產生,3
超過,3
超級,3
吵架,3
差異,3
車禍,3
趁,3
襯衫,3
成,3
成果,3
成就,3
承認,3
誠實,3
成熟,3
成長,3
尺,3
吃喝玩樂,3
蟲子,3
充實,3
重新,3
醜,3
抽,3
初,3
串,3
創造,3
出版,3
出差,3
出發,3
出現,3
出租,3
處理,3
廚師,3
吹,3
此,3
刺激,3
從不,3
從小,3
醋,3
寸,3
存在,3
錯,3
錯誤,3
挫折,3
達成,3
打架,3
大多數,3
大方,3
大會,3
代表,3
代替,3
帶領,3
單純,3
淡,3
當場,3
當地,3
當面,3
當年,3
當天,3
當作,3
擔任,3
單身,3
島,3
倒,3
導演,3
到,3
倒,3
到底,3
倒是,3
道德,3
道教,3
道理,3
道歉,3
答應,3
打掃,3
打聽,3
大小,3
大約,3
打仗,3
得,3
得意,3
等待,3
燈光,3
敵人,3
抵達,3
地板,3
地帶,3
地理,3
地球,3
地區,3
地攤,3
地位,3
地下,3
地形,3
點,3
電車,3
電池,3
電燈,3
調查,3
東北,3
東南,3
懂事,3
動物園,3
逗,3
都市,3
毒品,3
獨特,3
讀者,3
段,3
堆,3
對,3
對方,3
對話,3
對了,3
對象,3
頓,3
多多少少,3
嗯,3
而,3
兒童,3
發,3
發表,3
發財,3
發出,3
發達,3
發揮,3
發覺,3
發明,3
犯,3
反而,3
方式,3
房客,3
訪問,3
煩惱,3
範圍,3
翻,3
譯,3
翻譯,3
反應,3
發票,3
發脾氣,3
非,3
費用,3
豐富,3
風格,3
風俗,3
分開,3
佛教,3
否則,3
夫婦,3
符合,3
福利,3
服裝,3
腐敗,3
付出,3
負擔,3
複習,3
負責,3
該,3
改變,3
改進,3
改善,3
改天,3
蓋,3
概念,3
趕,3
趕上,3
感動,3
感想,3
感謝,3
感興趣,3
鋼琴,3
高速,3
搞,3
個,3
歌曲,3
歌星,3
隔壁,3
個人,3
個子,3
給,3
革命,3
跟,3
根,3
根據,3
更加,3
各式各樣,3
各位,3
工廠,3
公尺,3
公分,3
功夫,3
公共,3
公斤,3
工具,3
公克,3
公里,3
功能,3
恭喜,3
工業,3
公寓,3
工作,3
共同,3
貢獻,3
溝通,3
夠,3
購買,3
姑娘,3
古,3
古代,3
古蹟,3
跡,3
古老,3
顧,3
顧客,3
故意,3
刮,3
乖,3
怪,3
關,3
觀察,3
觀點,3
管,3
廣播,3
廣場,3
廣告,3
觀念,3
觀眾,3
規矩,3
規模,3
鬼,3
貴姓,3
國內,3
國外,3
國王,3
國語,3
過去,3
過日子,3
嗨,3
還是,3
還要,3
海報,3
海灘,3
海洋,3
害,3
航空,3
漢語,3
好,3
好好,3
好了,3
和,3
合,3
合唱,3
黑,3
恨,3
恨不得,3
紅,3
紅包,3
紅豆,3
紅綠燈,3
厚,3
後,3
忽然,3
糊塗,3
互相,3
護照,3
黃,3
花心,3
花園,3
滑雪,3
話題,3
化妝品,3
恢復,3
回,3
回想,3
會,3
會場,3
會話,3
會議,3
婚禮,3
婚姻,3
混亂,3
活,3
活動,3
或許,3
基本,3
基礎,3
激動,3
基督教,3
積極,3
激烈,3
機器,3
及,3
及時,3
擠,3
記,3
記錄,3
紀念,3
技巧,3
繼續,3
記憶,3
記者,3
家,3
假,3
架,3
價格,3
肩,3
肩膀,3
堅持,3
剪,3
檢查,3
將來,3
獎學金,3
降低,3
講話,3
講價,3
講究,3
醬油,3
堅強,3
減輕,3
減少,3
簡直,3
建立,3
建設,3
驕傲,3
交流,3
郊區,3
交友,3
角度,3
教,3
教材,3
教導,3
教法,3
教練,3
教師,3
教堂,3
教訓,3
加強,3
加入,3
家鄉,3
家長,3
假如,3
假裝,3
價錢,3
價值,3
接觸,3
接受,3
結,3
節,3
節目,3
結局,3
解決,3
姊妹,3
解釋,3
斤,3
金子,3
緊,3
僅,3
僅僅,3
盡,3
進,3
經,3
經費,3
經過,3
驚訝,3
經驗,3
警察,3
儘管,3
進行,3
進一步,3
酒吧,3
救,3
就,3
就是,3
就算,3
舅舅,3
舅媽,3
居住,3
舉,3
舉辦,3
舉手,3
舉行,3
聚,3
距,3
拒絕,3
距離,3
劇本,3
劇情,3
具有,3
絕對,3
角色,3
軍隊,3
軍人,3
卡車,3
開放,3
開花,3
開朗,3
開始,3
看不起,3
棵,3
科,3
科技,3
科學,3
可,3
可靠,3
可憐,3
渴望,3
可惡,3
可以,3
刻,3
克,3
課程,3
課堂,3
課文,3
克服,3
肯,3
肯定,3
空間,3
空軍,3
恐怕,3
口,3
口味,3
快,3
寬,3
況且,3
誇張,3
擴大,3
拉肚子,3
來,3
來不及,3
來得及,3
藍,3
浪漫,3
老公,3
老虎,3
老婆,3
老實,3
老是,3
樂,3
樂觀,3
樂趣,3
淚,3
冷淡,3
力,3
里,3
練,3
戀愛,3
亮,3
良好,3
連絡,3
聯絡,3
連續劇,3
了不起,3
離婚,3
裡邊,3
厲害,3
理解,3
理論,3
禮堂,3
力量,3
領,3
領導,3
靈魂,3
領域,3
令,3
留言,3
流血,3
留學,3
留學生,3
理想,3
利益,3
旅客,3
旅遊,3
綠,3
律師,3
錄,3
錄取,3
錄音,3
露營,3
龍,3
輪胎,3
嘛,3
麻煩,3
罵,3
滿,3
滿意,3
滿足,3
慢慢,3
慢用,3
毛,3
毛筆,3
毛病,3
貿易,3
馬桶,3
碼頭,3
螞蟻,3
沒,3
每,3
玫瑰,3
美好,3
沒什麼,3
門,3
迷人,3
密切,3
面,3
免費,3
面積,3
面前,3
麵條,3
秒,3
描寫,3
廟,3
米飯,3
米粉,3
迷路,3
秘密,3
明白,3
名詞,3
民國,3
明顯,3
明星,3
命,3
民族,3
陌生,3
摸,3
某,3
木,3
目前,3
木頭,3
那,3
那麼,3
奶,3
耐心,3
南方,3
難怪,3
難看,3
腦,3
腦子,3
拿手,3
哪些,3
內容,3
能夠,3
年,3
年代,3
年齡,3
年年,3
牛仔褲,3
農業,3
女士,3
喔,3
哦,3
排,3
牌子,3
盼望,3
培養,3
配,3
配合,3
碰,3
碰到,3
碰上,3
批評,3
皮,3
皮帶,3
皮膚,3
篇,3
騙子,3
坪,3
平,3
平安,3
平等,3
平時,3
平原,3
品質,3
破壞,3
普遍,3
期,3
起,3
氣,3
鉛筆,3
簽名,3
謙虛,3
前,3
強盜,3
強調,3
搶,3
橋,3
欺負,3
其次,3
期間,3
起飛,3
起來,3
親,3
親切,3
親手,3
親眼,3
親自,3
清,3
青年,3
青少年,3
晴,3
情,3
情況,3
情人,3
請假,3
請教,3
請求,3
慶祝,3
窮,3
求,3
球場,3
球賽,3
球員,3
氣溫,3
企業,3
去,3
去世,3
全,3
全球,3
全身,3
取代,3
缺點,3
卻,3
確定,3
確認,3
讓,3
忍,3
認,3
認得,3
扔,3
仍,3
仍然,3
人家,3
人間,3
人口,3
人類,3
人們,3
人民,3
人人,3
人數,3
人物,3
忍耐,3
任務,3
熱水,3
日出,3
日期,3
如,3
如此,3
如下,3
如意,3
弱,3
森林,3
失戀,3
失去,3
獅子,3
時代,3
十分,3
實話,3
實際,3
時刻,3
實力,3
石頭,3
實行,3
石油,3
實在,3
使得,3
使用,3
事業,3
事實,3
適應,3
市長,3
殺,3
晒,3
傷害,3
商品,3
商業,3
上,3
上當,3
上帝,3
上街,3
山區,3
燒,3
少,3
蛇,3
設備,3
設計,3
升,3
聲,3
生,3
生產,3
聲調,3
生動,3
生活,3
生命,3
生字,3
深入,3
身上,3
省,3
省錢,3
剩,3
剩下,3
甚至,3
收穫,3
收音機,3
熟悉,3
手續,3
首,3
受得了,3
受傷,3
輸,3
蔬菜,3
舒適,3
數,3
數字,3
雙,3
刷牙,3
水餃,3
水平,3
睡著,3
水準,3
樹木,3
順便,3
順利,3
說法,3
說明,3
說起來,3
思考,3
思想,3
似乎,3
寺廟,3
算了,3
隨便,3
隨時,3
所,3
所謂,3
抬,3
態度,3
堂,3
躺,3
談話,3
討厭,3
特地,3
特色,3
特殊,3
田,3
填,3
天堂,3
天天,3
天下,3
條件,3
挑戰,3
題材,3
提到,3
提高,3
提供,3
體會,3
體力,3
體貼,3
體重,3
貼,3
鐵,3
鐵路,3
聽力,3
聽起來,3
聽眾,3
挺,3
通,3
通過,3
通知,3
同,3
同情,3
同事,3
痛苦,3
頭,3
投,3
投資,3
土,3
團體,3
團圓,3
土地,3
推,3
推薦,3
推銷,3
退步,3
退休,3
突然,3
兔子,3
外邊,3
外文,3
外語,3
外祖父,3
外祖母,3
完成,3
玩具,3
晚,3
萬一,3
網,3
往往,3
娃娃,3
維持,3
微笑,3
偉大,3
為,3
未來,3
位置,3
溫度,3
溫暖,3
溫柔,3
文件,3
文學,3
文章,3
文字,3
穩定,3
問好,3
問候,3
握手,3
無,3
無法,3
無論如何,3
無窮,3
無所謂,3
誤會,3
物價,3
西北,3
西餐,3
西方,3
西南,3
吸毒,3
犧牲,3
吸收,3
希望,3
吸引,3
喜愛,3
細,3
細心,3
戲,3
戲劇,3
系統,3
下,3
嚇,3
下來,3
線,3
相對,3
相反,3
相關,3
香水,3
相同,3
詳細,3
響,3
想到,3
想像,3
項,3
相聲,3
限,3
現實,3
現象,3
限制,3
小說,3
小偷,3
小組,3
效果,3
笑話,3
孝順,3
校長,3
嚇一跳,3
協助,3
血,3
謝,3
心得,3
心理,3
心意,3
欣賞,3
新生,3
信,3
信心,3
興奮,3
行動,3
形容,3
行為,3
醒,3
醒來,3
姓,3
性別,3
性格,3
幸好,3
幸虧,3
幸運,3
兇,3
熊貓,3
修,3
修改,3
修理,3
需求,3
需要,3
選舉,3
學費,3
學會,3
學問,3
尋找,3
訓練,3
押金,3
鴨子,3
牙,3
牙齒,3
演,3
演出,3
羊,3
陽光,3
養,3
樣樣,3
煙火,3
眼光,3
演講,3
眼淚,3
演員,3
邀請,3
咬,3
要,3
要不然,3
要不是,3
要緊,3
也好,3
頁,3
夜裡,3
一般來說,3
一點,3
一方面,3
衣櫃,3
依靠,3
一連,3
一生,3
一時,3
一同,3
一向,3
一樣,3
以,3
以及,3
以來,3
以免,3
藝術,3
意外,3
意義,3
陰,3
因此,3
音響,3
引起,3
英俊,3
贏,3
營養,3
影片,3
勇敢,3
擁有,3
永遠,3
用,3
用法,3
用品,3
優點,3
幽默,3
優秀,3
遊客,3
由於,3
有效,3
友誼,3
愉快,3
於是,3
噢,3
與,3
玉,3
玉米,3
預備,3
遇到,3
預習,3
圓,3
員工,3
原諒,3
願望,3
約,3
月餅,3
閱讀,3
樂團,3
雲,3
運氣,3
在,3
在意,3
在於,3
早,3
早日,3
早晚,3
造成,3
噪音,3
增,3
增加,3
責任,3
知,3
之後,3
之間,3
之前,3
直,3
直到,3
值得,3
殖民地,3
植物,3
職業,3
職員,3
指,3
只是,3
只有,3
制度,3
智慧,3
至少,3
至於,3
摘,3
站,3
暫時,3
戰爭,3
掌握,3
障礙,3
著急,3
招待,3
招牌,3
找錢,3
照,3
炸,3
珍貴,3
真理,3
真實,3
真是,3
真心,3
真正,3
整理,3
整齊,3
證明,3
正確,3
證書,3
政治,3
哲學,3
這樣子,3
中部,3
中餐,3
終於,3
種,3
重點,3
重視,3
周圍,3
煮,3
主動,3
主婦,3
主管,3
主任,3
主題,3
主要,3
主意,3
助,3
祝福,3
助理,3
著名,3
狀態,3
專心,3
專業,3
追求,3
準時,3
著,3
資源,3
仔細,3
自從,3
自動,3
自殺,3
自信,3
自在,3
宗教,3
總而言之,3
總算,3
總統,3
總之,3
走走,3
組,3
祖父,3
祖母,3
祖先,3
醉,3
最初,3
最多,3
最後,3
最佳,3
尊敬,3
作,3
做夢,3
作品,3
做人,3
做事,3
作者,3
愛好,4
愛護,4
愛人,4
哎呀,4
哎喲,4
癌症,4
按,4
暗,4
案子,4
骯髒,4
按時,4
安慰,4
暗中,4
安裝,4
熬,4
拔,4
罷工,4
敗,4
拜,4
拜拜,4
拜訪,4
拜年,4
拜託,4
擺脫,4
罷了,4
拌,4
般,4
磅,4
棒,4
棒子,4
辦公,4
傍晚,4
半路,4
辦事,4
半數,4
扮演,4
搬運,4
班長,4
抱,4
報,4
保,4
寶,4
寶寶,4
保持,4
報仇,4
保存,4
報答,4
報到,4
報導,4
包裹,4
報警,4
暴力,4
保留,4
抱歉,4
報社,4
保衛,4
暴躁,4
爆炸,4
保障,4
包裝,4
把握,4
備,4
被子,4
悲劇,4
背面,4
悲痛,4
背心,4
奔,4
本來,4
本領,4
奔跑,4
本身,4
本土,4
笨重,4
閉,4
便,4
扁,4
編,4
變動,4
便利,4
表格,4
表情,4
標題,4
表揚,4
標誌,4
彼此,4
筆記,4
比較,4
比例,4
並,4
丙,4
冰,4
病毒,4
病房,4
並且,4
病情,4
筆試,4
鼻涕,4
必須,4
必要,4
薄,4
撥,4
菠菜,4
波動,4
玻璃,4
薄弱,4
捕,4
補,4
不安,4
補償,4
不成,4
補充,4
不大,4
不當,4
不到,4
不得已,4
部隊,4
不敢當,4
布告,4
布告欄,4
不顧,4
不見得,4
不僅,4
補課,4
不良,4
不平,4
不然,4
不如,4
補習,4
補習班,4
不許,4
不宜,4
不由得,4
部長,4
不止,4
補助,4
踩,4
採,4
財產,4
財富,4
採購,4
才能,4
裁判,4
彩色,4
裁員,4
蠶,4
慘,4
藏,4
倉庫,4
慚愧,4
參與,4
操心,4
操作,4
冊,4
測量,4
策略,4
測試,4
測驗,4
差,4
插,4
差錯,4
插花,4
茶會,4
拆,4
差距,4
產,4
長處,4
場地,4
長度,4
長方形,4
場合,4
長久,4
廠商,4
嘗試,4
常識,4
場所,4
長途,4
產量,4
產業,4
朝,4
抄,4
超出,4
潮流,4
吵鬧,4
鈔票,4
超人,4
潮溼,4
潮濕,4
超越,4
超重,4
插圖,4
茶葉,4
扯,4
澈底,4
徹底,4
沉,4
沈,4
成,4
稱,4
撐,4
成本,4
成分,4
成份,4
成交,4
乘客,4
誠懇,4
成立,4
成人,4
成天,4
成為,4
呈現,4
程序,4
誠意,4
成語,4
陳列,4
車票,4
遲,4
翅,4
翅膀,4
尺寸,4
吃虧,4
持續,4
遲早,4
重,4
沖,4
衝,4
崇拜,4
充分,4
崇高,4
充滿,4
衝突,4
充足,4
愁,4
抽屜,4
處,4
處,4
出,4
初,4
傳播,4
傳達,4
傳單,4
床,4
幢,4
闖,4
床單,4
窗口,4
創新,4
創作,4
傳染,4
傳說,4
傳送,4
傳統,4
傳真,4
初步,4
出產,4
處處,4
儲存,4
處罰,4
除非,4
初級,4
出境,4
出口,4
純,4
出色,4
出身,4
出事,4
出售,4
出席,4
儲蓄,4
出院,4
刺,4
詞典,4
辭典,4
詞彙,4
刺激,4
次數,4
此外,4
辭職,4
從,4
從此,4
從沒,4
從事,4
湊,4
粗,4
催,4
促進,4
存款,4
搓,4
錯過,4
措施,4
錯字,4
粗心,4
打,4
大半,4
打扮,4
打包,4
大便,4
大膽,4
達到,4
大地,4
大都,4
打斷,4
大哥,4
待,4
代,4
帶子,4
代表,4
帶動,4
大夫,4
代溝,4
待會,4
代價,4
貸款,4
代理,4
帶路,4
待遇,4
大街,4
大力,4
大量,4
單,4
單子,4
大腦,4
蛋白質,4
擔保,4
單調,4
當,4
擋,4
檔案,4
當初,4
當選,4
當中,4
膽量,4
誕生,4
單位,4
耽誤,4
膽小,4
到達,4
道路,4
倒楣,4
到期,4
導演,4
導遊,4
大清早,4
打擾,4
大嫂,4
打算,4
大腿,4
大型,4
大意,4
大有,4
打招呼,4
打針,4
大致,4
大眾,4
打字,4
大自然,4
得分,4
得獎,4
得了,4
登,4
凳子,4
等不及,4
等級,4
登記,4
登山,4
等於,4
得罪,4
抵,4
遞,4
滴,4
墊,4
電報,4
電動,4
典禮,4
電器,4
點燃,4
電扇,4
電風扇,4
電視劇,4
電視台,4
電台,4
點頭,4
電線,4
典型,4
電子,4
吊,4
釣,4
雕刻,4
釣魚,4
低潮,4
跌,4
跌倒,4
抵抗,4
地面,4
頂,4
丁,4
盯,4
訂購,4
訂婚,4
定期,4
的確,4
地毯,4
丟臉,4
丟人,4
地下,4
地震,4
洞,4
凍,4
棟,4
動不動,4
動詞,4
懂得,4
冬季,4
動人,4
動身,4
動手,4
動作,4
鬥爭,4
毒,4
度,4
賭,4
斷,4
端,4
鍛鍊,4
度過,4
渡過,4
隊,4
堆,4
對岸,4
對策,4
對待,4
對付,4
對抗,4
對立,4
對於,4
隊員,4
獨立,4
頓,4
噸,4
蹲,4
躲,4
奪,4
多半,4
多多,4
多少,4
多數,4
多謝,4
獨自,4
鵝,4
惡劣,4
而已,4
罰,4
發,4
發動,4
發抖,4
反,4
番,4
翻,4
犯錯,4
反對,4
犯法,4
反覆,4
防,4
方,4
方案,4
放大,4
放棄,4
防守,4
放手,4
放鬆,4
放學,4
防止,4
返回,4
反抗,4
繁忙,4
反面,4
煩惱,4
犯人,4
繁榮,4
反問,4
反映,4
反應,4
反正,4
繁殖,4
犯罪,4
發起,4
發射,4
髮型,4
發行,4
發言,4
發炎,4
發揚,4
發音,4
法院,4
發展,4
法子,4
肥,4
肺,4
費,4
非法,4
廢話,4
肥胖,4
廢氣,4
廢水,4
廢物,4
份,4
粉筆,4
分別,4
分布,4
奮鬥,4
紛紛,4
吩咐,4
逢,4
縫,4
封,4
瘋,4
諷刺,4
封建,4
瘋狂,4
蜂蜜,4
分工,4
風氣,4
風趣,4
風險,4
瘋子,4
粉紅,4
分明,4
憤怒,4
分配,4
分散,4
分手,4
分數,4
分析,4
分享,4
否定,4
否認,4
幅,4
扶,4
服,4
浮,4
付,4
赴,4
副,4
富,4
輔導,4
符號,4
附加,4
婦女,4
夫妻,4
夫人,4
富裕,4
複雜,4
複製,4
該,4
蓋子,4
改革,4
改造,4
改正,4
